"tx_tipo_artefato","tx_estado_artefato","id_artefato","nr_ano","id_uasg","in_estado","in_tipo","nm_uasg","id_unico","id_secao_artefato","nr_ordem_secao","no_secao_artefato","dt_operacao_secao","conteudo_secao","id_item_secao","nr_ordem_item","no_item","in_obrigatorio_item","dt_operacao_item","id_operacao_item","id_login_item","conteudo_item"
TR,Excluído,1132936,2023,130032,1,6,LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO,"130032/000022/2023",4420971,4,Planejamento,2023-03-04 11:31:14.576,,4420971,17,Declaração de Viabilidade,S,2022-06-21 15:22:18.919,1,13217973704,
TR,Excluído,1132936,2023,130032,1,6,LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO,"130032/000022/2023",4420972,5,Viabilidade,2023-03-04 11:31:14.576,,4420972,18,Responsáveis,S,2022-06-21 15:22:18.919,1,13217973704,
TR,Excluído,1132936,2023,130032,1,6,LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO,"130032/000022/2023",4420973,6,Anexos,2023-03-04 11:31:14.576,,4420973,19,Anexos,S,2022-06-21 15:22:18.919,2,13217973704,
TR,Excluído,1132937,2023,130032,1,6,LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO,"130032/000002/2023",4420974,1,Informações Básicas,2023-11-16 19:55:47.702,"<p><span style=""font-size:small""><em>Contrata&ccedil;&atilde;o de </em></span><span style=""font-size:medium""><em><strong>Cess&atilde;o de &Aacute;rea para Instala&ccedil;&atilde;o e Explora&ccedil;&atilde;o de Usina Fotovoltaica.</strong></em></span></p>
",4420974,2,OBJETO,N,2022-08-19 10:37:53.924,2,4091231969,"<p><span style=""font-size:small""><em>Contrata&ccedil;&atilde;o de </em></span><span style=""font-size:medium""><em><strong>Cess&atilde;o de &Aacute;rea para Instala&ccedil;&atilde;o e Explora&ccedil;&atilde;o de Usina Fotovoltaica.</strong></em></span></p>
"
TR,Excluído,1132937,2023,130032,1,6,LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO,"130032/000002/2023",4420975,2,TR da contratação,2023-11-16 19:55:47.702,"23100.012439/2022-76",4420975,1,Informações Básicas,S,2022-06-21 15:38:22.667,2,93261080078,"23100.012439/2022-76"
TR,Excluído,1132937,2023,130032,1,6,LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO,"130032/000002/2023",4420976,5,Responsáveis,2023-11-16 19:55:47.702,"<p style=""text-align:justify""><span style=""font-size:small""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium"">O objeto da presente licita&ccedil;&atilde;o &eacute; a escolha da proposta mais vantajosa para a Concess&atilde;o Onerosa de uso de espa&ccedil;o f&iacute;sico da Funda&ccedil;&atilde;o Universidade Federal do Pampa - Unipampa, conforme item 3. O espa&ccedil;o ser&aacute; cedido para a finalidade espec&iacute;fica de comercializa&ccedil;&atilde;o de g&ecirc;neros aliment&iacute;cios, pratos feitos (PF), &agrave; l&aacute; minuta, lanches e similares, sob a forma de execu&ccedil;&atilde;o indireta, no regime de empreitada por pre&ccedil;o unit&aacute;rio, nos termos da Lei no 10.520, de 17 de julho de 2002, do Decreto no 10.024, de 20 de setembro de 2019, do Decreto 9.507, de 21 de setembro de 2018, do Decreto no 7.746, de 05 de junho de 2012, das Instru&ccedil;&otilde;es Normativas SEGES/MP no 05, de 26 de maio de 2017 e no 03, de 26 de abril de 2018 e da Instru&ccedil;&atilde;o Normativa SLTI/MP no 01, de 19 de janeiro de 2010, da Lei Complementar n&deg; 123, de 14 de dezembro de 2006, do Decreto n&deg; 8.538, de 06 de outubro de 2015, aplicando-se, subsidiariamente, a Lei no 8.666, de 21 de junho de 1993 e as exig&ecirc;ncias estabelecidas neste Edital e anexos.</span></span></span></p>

<p><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium"">O objeto da licita&ccedil;&atilde;o tem a natureza de servi&ccedil;o comum de cess&atilde;o onerosa de espa&ccedil;o f&iacute;sico da Lanchonete do Campus Bag&eacute;, cujo espa&ccedil;o &eacute; de 389,28m2.</span></span></p>

<p style=""text-align:justify""><span style=""font-size:small""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium"">A Funda&ccedil;&atilde;o Universidade Federal do Pampa - Unipampa, em seu campus BAG&Eacute;, na cidade de BAG&Eacute;/RS, possui cerca de </span></span><span style=""color:#000000""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium"">1159</span></span></span><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium""> alunos matriculados, mais de 165 docentes, 74</span></span><span style=""color:#ff0000""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium""> </span></span></span><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium"">servidores t&eacute;cnico-administrativos e mais de 21 colaboradores terceirizados, movimentando, diariamente, alto fluxo de pessoas que comp&otilde;em a comunidade universit&aacute;ria. Sendo assim, oferecer op&ccedil;&otilde;es de alimenta&ccedil;&atilde;o com qualidade e higiene &eacute; uma necessidade eminente no Campus de BAG&Eacute;. A concess&atilde;o dos espa&ccedil;os, aqui denominados &ldquo;Lanchonetes&rdquo; tem o objetivo de trazer comodidade aos usu&aacute;rios, qualidade, pre&ccedil;os condizentes com os praticados no mercado de acordo com os padr&otilde;es exigidos pela legisla&ccedil;&atilde;o.</span></span></span></p>
",4420976,2,Descrição da necessidade,S,2022-06-21 15:38:22.667,2,93261080078,"<p style=""text-align:justify""><span style=""font-size:small""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium"">O objeto da presente licita&ccedil;&atilde;o &eacute; a escolha da proposta mais vantajosa para a Concess&atilde;o Onerosa de uso de espa&ccedil;o f&iacute;sico da Funda&ccedil;&atilde;o Universidade Federal do Pampa - Unipampa, conforme item 3. O espa&ccedil;o ser&aacute; cedido para a finalidade espec&iacute;fica de comercializa&ccedil;&atilde;o de g&ecirc;neros aliment&iacute;cios, pratos feitos (PF), &agrave; l&aacute; minuta, lanches e similares, sob a forma de execu&ccedil;&atilde;o indireta, no regime de empreitada por pre&ccedil;o unit&aacute;rio, nos termos da Lei no 10.520, de 17 de julho de 2002, do Decreto no 10.024, de 20 de setembro de 2019, do Decreto 9.507, de 21 de setembro de 2018, do Decreto no 7.746, de 05 de junho de 2012, das Instru&ccedil;&otilde;es Normativas SEGES/MP no 05, de 26 de maio de 2017 e no 03, de 26 de abril de 2018 e da Instru&ccedil;&atilde;o Normativa SLTI/MP no 01, de 19 de janeiro de 2010, da Lei Complementar n&deg; 123, de 14 de dezembro de 2006, do Decreto n&deg; 8.538, de 06 de outubro de 2015, aplicando-se, subsidiariamente, a Lei no 8.666, de 21 de junho de 1993 e as exig&ecirc;ncias estabelecidas neste Edital e anexos.</span></span></span></p>

<p><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium"">O objeto da licita&ccedil;&atilde;o tem a natureza de servi&ccedil;o comum de cess&atilde;o onerosa de espa&ccedil;o f&iacute;sico da Lanchonete do Campus Bag&eacute;, cujo espa&ccedil;o &eacute; de 389,28m2.</span></span></p>

<p style=""text-align:justify""><span style=""font-size:small""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium"">A Funda&ccedil;&atilde;o Universidade Federal do Pampa - Unipampa, em seu campus BAG&Eacute;, na cidade de BAG&Eacute;/RS, possui cerca de </span></span><span style=""color:#000000""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium"">1159</span></span></span><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium""> alunos matriculados, mais de 165 docentes, 74</span></span><span style=""color:#ff0000""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium""> </span></span></span><span style=""font-family:Calibri,sans-serif""><span style=""font-size:medium"">servidores t&eacute;cnico-administrativos e mais de 21 colaboradores terceirizados, movimentando, diariamente, alto fluxo de pessoas que comp&otilde;em a comunidade universit&aacute;ria. Sendo assim, oferecer op&ccedil;&otilde;es de alimenta&ccedil;&atilde;o com qualidade e higiene &eacute; uma necessidade eminente no Campus de BAG&Eacute;. A concess&atilde;o dos espa&ccedil;os, aqui denominados &ldquo;Lanchonetes&rdquo; tem o objetivo de trazer comodidade aos usu&aacute;rios, qualidade, pre&ccedil;os condizentes com os praticados no mercado de acordo com os padr&otilde;es exigidos pela legisla&ccedil;&atilde;o.</span></span></span></p>
"
TR,Excluído,1132937,2023,130032,1,6,LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO,"130032/000002/2023",4420977,6,Anexos,2023-11-16 19:55:47.702,"",4420977,3,Área requisitante,S,2022-06-21 15:38:22.667,2,93261080078,""
TR,Excluído,1133035,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000005/2023",4421360,1,Informações Básicas,2023-02-26 13:45:21.718,"<p>N&atilde;o h&aacute;.</p>
",4421360,10,Contratações Correlatas e/ou Interdependentes,S,2022-06-21 15:56:54.625,2,29900175859,"<p>N&atilde;o h&aacute;.</p>
"
TR,Excluído,1133035,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000005/2023",4421361,2,Necessidade,2023-02-26 13:45:21.718,"<p>Efetuada consulta ao Plano Anual de Contrata&ccedil;&otilde;es, cujo relat&oacute;rio &eacute; juntado ao processo. Itens n&atilde;o previstos no plano anterior ser&atilde;o encaminhados &agrave; autoridade competente e respectiva inclus&atilde;o.</p>
",4421361,11,Alinhamento entre a Contratação e o Planejamento,S,2022-06-21 15:56:54.625,2,29900175859,"<p>Efetuada consulta ao Plano Anual de Contrata&ccedil;&otilde;es, cujo relat&oacute;rio &eacute; juntado ao processo. Itens n&atilde;o previstos no plano anterior ser&atilde;o encaminhados &agrave; autoridade competente e respectiva inclus&atilde;o.</p>
"
TR,Excluído,1133035,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000005/2023",4421362,3,Solução,2023-02-26 13:45:21.718,"<p>N&atilde;o se aplica.</p>
",4421362,12,Benefícios a serem alcançados com a contratação,S,2022-06-21 15:56:54.625,2,29900175859,"<p>N&atilde;o se aplica.</p>
"
TR,Excluído,1133035,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000005/2023",4421363,4,Planejamento,2023-02-26 13:45:21.718,"<p>N&atilde;o h&aacute;.</p>
",4421363,13,Providências a serem Adotadas,S,2022-06-21 15:56:54.625,2,29900175859,"<p>N&atilde;o h&aacute;.</p>
"
TR,Excluído,1133035,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000005/2023",4421364,5,Viabilidade,2023-02-26 13:45:21.718,"<p>N&atilde;o h&aacute; impacto ambiental para o presente objeto, exceto quest&otilde;es usuais de descarte de res&iacute;duos, conforme legisla&ccedil;&atilde;o ambienta vigente.</p>
",4421364,14,Possíveis Impactos Ambientais,S,2022-06-21 15:56:54.625,2,29900175859,"<p>N&atilde;o h&aacute; impacto ambiental para o presente objeto, exceto quest&otilde;es usuais de descarte de res&iacute;duos, conforme legisla&ccedil;&atilde;o ambienta vigente.</p>
"
TR,Excluído,1133035,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000005/2023",4421365,6,Anexos,2023-02-26 13:45:21.718,"<p><span style=""font-size:12pt""><span style=""font-family:&quot;Times New Roman&quot;,serif"">A an&aacute;lise de viabilidade t&eacute;cnica &eacute; de responsabilidade da unidade requisitante, conforme Solicita&ccedil;&atilde;o de Compra enviada. Segue para avalia&ccedil;&atilde;o e autoriza&ccedil;&atilde;o da autoridade competente.</span></span></p>
",4421365,15,Declaração de Viabilidade,S,2022-06-21 15:56:54.625,2,29900175859,"<p><span style=""font-size:12pt""><span style=""font-family:&quot;Times New Roman&quot;,serif"">A an&aacute;lise de viabilidade t&eacute;cnica &eacute; de responsabilidade da unidade requisitante, conforme Solicita&ccedil;&atilde;o de Compra enviada. Segue para avalia&ccedil;&atilde;o e autoriza&ccedil;&atilde;o da autoridade competente.</span></span></p>
"
TR,Excluído,1133036,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000006/2023",4421366,1,Informações Básicas,2023-08-02 01:10:10.049,,4421366,16,Responsáveis,S,2022-06-21 15:56:54.625,2,29900175859,
TR,Excluído,1133036,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000006/2023",4421367,2,TR da contratação,2023-08-02 01:10:10.049,"",4421367,17,Anexos,S,2022-06-21 15:56:54.625,2,29900175859,""
TR,Excluído,1133036,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000006/2023",4421368,5,Responsáveis,2023-08-02 01:10:10.049,,4421368,1,Informações Básicas,S,2022-06-21 15:51:09.623,2,3751829008,
TR,Excluído,1133036,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000006/2023",4421369,6,Anexos,2023-08-02 01:10:10.049,"<p style=""text-align:justify"">Abertura de preg&atilde;o de servi&ccedil;o de manuten&ccedil;&atilde;o de ar condicionado .Atualmente o 22&ordm; Batalh&atilde;o de Infantaria possui diversos aparelhos de ar condicionado para atender as instala&ccedil;&otilde;es e militares do Batalh&atilde;o, distribu&iacute;dos nas diversas se&ccedil;&otilde;es e alojamentos das subunidades da Organiza&ccedil;&atilde;o Militar ( OM ).</p>

<p style=""text-align:justify"">A eventual presta&ccedil;&atilde;o de servi&ccedil;os de manuten&ccedil;&atilde;o de ar condicionados &eacute; fundamental para manter o arejamento e temperatura dentro dos padr&otilde;es aceit&aacute;veis dos seus usu&aacute;rios, em conson&acirc;ncia com as normas trabalhistas.</p>

<p style=""text-align:justify"">A falta de manuten&ccedil;&atilde;o e limpeza nos aparelhos do 22&ordm; BI, pode causar uma s&eacute;rie de problemas na funcionalidade dos equipamentos e acarretar em um maior consumo de energia do aparelho e aumento da vida &uacute;til dos mesmos.</p>

<p style=""text-align:justify"">Cabe ressaltar que a realiza&ccedil;&atilde;o dos servi&ccedil;os de manuten&ccedil;&atilde;o dos aparelhos do Batalh&atilde;o cumprir&aacute; as orienta&ccedil;&otilde;es do Minist&eacute;rio da Sa&uacute;de que estabeleceu como novas exig&ecirc;ncias:&nbsp; manuten&ccedil;&atilde;o corretivas quando necess&aacute;ria, manuten&ccedil;&atilde;o preventivas mensais e at&eacute; mesmo o monitoramento dos ambientes atrav&eacute;s de an&aacute;lises ambientais feitas a cada seis meses.</p>

<p style=""text-align:justify"">A contrata&ccedil;&atilde;o tamb&eacute;m requer que a fornecedora do servi&ccedil;o exer&ccedil;a pr&aacute;ticas de sustentabilidades previstas no termo de referencia, conforme disposto e orientado no regulamento de destina&ccedil;&atilde;o de res&iacute;duos s&oacute;lidos. Juntos ao servi&ccedil;os, ser&aacute; emitido um manifesto de res&iacute;duo s&oacute;lido que tratar&aacute; da destina&ccedil;&atilde;o das pe&ccedil;as, motores e afins que ser&atilde;o substitu&iacute;das dos aparelhos existentes no 22&ordm; Batalh&atilde;o de Infantaria, que dever&aacute; estar na posse da contratada, ap&oacute;s o t&eacute;rmino de cada servi&ccedil;o prestado.</p>

<p style=""text-align:justify"">Tais medidas se justificam tendo em vista que &eacute; de conhecimento p&uacute;blico que a temperatura da cidade de Palmas , Estado do Tocantins, &eacute; uma das mais altas temperaturas registradas no Brasil.</p>

<p style=""text-align:justify"">Pela natureza do servi&ccedil;o a ser contratado, n&atilde;o h&aacute; a necessidade de promo&ccedil;&atilde;o de transi&ccedil;&atilde;o contratual, com transfer&ecirc;ncia de conhecimento, tecnologia das t&eacute;cnicas empregadas.</p>

<p style=""text-align:justify"">&nbsp;</p>
",4421369,2,Descrição da necessidade,S,2022-06-21 15:51:09.623,1,3751829008,"<p style=""text-align:justify"">Abertura de preg&atilde;o de servi&ccedil;o de manuten&ccedil;&atilde;o de ar condicionado .Atualmente o 22&ordm; Batalh&atilde;o de Infantaria possui diversos aparelhos de ar condicionado para atender as instala&ccedil;&otilde;es e militares do Batalh&atilde;o, distribu&iacute;dos nas diversas se&ccedil;&otilde;es e alojamentos das subunidades da Organiza&ccedil;&atilde;o Militar ( OM ).</p>

<p style=""text-align:justify"">A eventual presta&ccedil;&atilde;o de servi&ccedil;os de manuten&ccedil;&atilde;o de ar condicionados &eacute; fundamental para manter o arejamento e temperatura dentro dos padr&otilde;es aceit&aacute;veis dos seus usu&aacute;rios, em conson&acirc;ncia com as normas trabalhistas.</p>

<p style=""text-align:justify"">A falta de manuten&ccedil;&atilde;o e limpeza nos aparelhos do 22&ordm; BI, pode causar uma s&eacute;rie de problemas na funcionalidade dos equipamentos e acarretar em um maior consumo de energia do aparelho e aumento da vida &uacute;til dos mesmos.</p>

<p style=""text-align:justify"">Cabe ressaltar que a realiza&ccedil;&atilde;o dos servi&ccedil;os de manuten&ccedil;&atilde;o dos aparelhos do Batalh&atilde;o cumprir&aacute; as orienta&ccedil;&otilde;es do Minist&eacute;rio da Sa&uacute;de que estabeleceu como novas exig&ecirc;ncias:&nbsp; manuten&ccedil;&atilde;o corretivas quando necess&aacute;ria, manuten&ccedil;&atilde;o preventivas mensais e at&eacute; mesmo o monitoramento dos ambientes atrav&eacute;s de an&aacute;lises ambientais feitas a cada seis meses.</p>

<p style=""text-align:justify"">A contrata&ccedil;&atilde;o tamb&eacute;m requer que a fornecedora do servi&ccedil;o exer&ccedil;a pr&aacute;ticas de sustentabilidades previstas no termo de referencia, conforme disposto e orientado no regulamento de destina&ccedil;&atilde;o de res&iacute;duos s&oacute;lidos. Juntos ao servi&ccedil;os, ser&aacute; emitido um manifesto de res&iacute;duo s&oacute;lido que tratar&aacute; da destina&ccedil;&atilde;o das pe&ccedil;as, motores e afins que ser&atilde;o substitu&iacute;das dos aparelhos existentes no 22&ordm; Batalh&atilde;o de Infantaria, que dever&aacute; estar na posse da contratada, ap&oacute;s o t&eacute;rmino de cada servi&ccedil;o prestado.</p>

<p style=""text-align:justify"">Tais medidas se justificam tendo em vista que &eacute; de conhecimento p&uacute;blico que a temperatura da cidade de Palmas , Estado do Tocantins, &eacute; uma das mais altas temperaturas registradas no Brasil.</p>

<p style=""text-align:justify"">Pela natureza do servi&ccedil;o a ser contratado, n&atilde;o h&aacute; a necessidade de promo&ccedil;&atilde;o de transi&ccedil;&atilde;o contratual, com transfer&ecirc;ncia de conhecimento, tecnologia das t&eacute;cnicas empregadas.</p>

<p style=""text-align:justify"">&nbsp;</p>
"
TR,Excluído,1133045,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000007/2023",4421399,1,Informações Básicas,2023-08-21 14:08:36.760,"<p style=""text-align:justify"">Servi&ccedil;os de coleta, armazenamento, transporte e disposi&ccedil;&atilde;o final ambientalmente adequada de res&iacute;duos s&oacute;lidos.</p>

<p style=""text-align:justify""><span style=""color:#000000""><span style=""font-family:Times New Roman,serif""><span style=""font-size:medium"">3.1. A politica Nacional de Res&iacute;duo S&oacute;lidos, institu&iacute;da pela Lei n&ordm; 12.305 de 02 de agosto de 2010, responsabiliza os geradores de res&iacute;duos perigosos pela implementa&ccedil;&atilde;o e operacionaliza&ccedil;&atilde;o integral do plano de gerenciamento de res&iacute;duos, que inclui a coleta, armazenamento, transporte, transbordo, tratamento ou destina&ccedil;&atilde;o final dos res&iacute;duos s&oacute;lidos ou disposi&ccedil;&atilde;o final de rejeitos.</span></span></span></p>

<p style=""text-align:justify""><span style=""color:#000000""><span style=""font-family:Times New Roman,serif""><span style=""font-size:medium"">3.2. O Art.1&ordm; da Lei municipal n&ordm; 10.340, de 28 de abril de 2015 enquadra os grandes geradores de res&iacute;duos, determinando que aqueles que produzem res&iacute;duos da Classe II, n&atilde;o perigosos, classificados pela NBR 10.004, da Associa&ccedil;&atilde;o Brasileira de Normas T&eacute;cnicas &ndash; ABNT, em volume igual ou superior a 100 (cem) litros por dia s&atilde;o os respons&aacute;veis pelo custeio dos servi&ccedil;os de segrega&ccedil;&atilde;o pr&eacute;via, acondicionamento, transporte interno, armazenamento, coleta, transporte externo, tratamento e destina&ccedil;&atilde;o final ambientalmente adequada, abrangendo assim a Base Administrativa da Guarni&ccedil;&atilde;o de Fortaleza, conforme hist&oacute;rico de consumo anexado ao processo e quadro de necessidades exposto no item 7 deste instrumento.</span></span></span></p>

<p style=""text-align:justify""><span style=""color:#000000""><span style=""font-family:Times New Roman,serif""><span style=""font-size:medium"">3.3. Deste modo, a contrata&ccedil;&atilde;o visa dar a correta destina&ccedil;&atilde;o aos res&iacute;duos s&oacute;lidos gerados no Comando da 10&ordf; Regi&atilde;o Militar e Companhia de Comando da 10&ordf; RM, decorrentes das diversas atividades operacionais e administrativas. O presente estudo objetiva a contrata&ccedil;&atilde;o de empresa para a presta&ccedil;&atilde;o do servi&ccedil;o de c</span></span></span><span style=""color:#000000""><span style=""font-family:Times New Roman,serif""><span style=""font-size:medium"">oleta, armazenamento, transporte, disposi&ccedil;&atilde;o e destina&ccedil;&atilde;o final de res&iacute;duos s&oacute;lidos regulares do Grupo D, de acordo com as normas contidas na Lei Federal 12.305, de 02 de agosto de 2010 e Lei Municipal 10.340, de 28 de abril de 2015, no Guia Nacional de Licita&ccedil;&otilde;es Sustent&aacute;veis e normas ambientais vigentes para atender as demandas do Comando da 10&ordf; Regi&atilde;o Militar e Companhia de Comando da 10&ordf; RM.</span></span></span></p>

<p style=""text-align:justify"">&nbsp;</p>
",4421399,3,Descrição da necessidade,S,2022-06-23 12:21:30.534,2,13476206807,"<p style=""text-align:justify"">Servi&ccedil;os de coleta, armazenamento, transporte e disposi&ccedil;&atilde;o final ambientalmente adequada de res&iacute;duos s&oacute;lidos.</p>

<p style=""text-align:justify""><span style=""color:#000000""><span style=""font-family:Times New Roman,serif""><span style=""font-size:medium"">3.1. A politica Nacional de Res&iacute;duo S&oacute;lidos, institu&iacute;da pela Lei n&ordm; 12.305 de 02 de agosto de 2010, responsabiliza os geradores de res&iacute;duos perigosos pela implementa&ccedil;&atilde;o e operacionaliza&ccedil;&atilde;o integral do plano de gerenciamento de res&iacute;duos, que inclui a coleta, armazenamento, transporte, transbordo, tratamento ou destina&ccedil;&atilde;o final dos res&iacute;duos s&oacute;lidos ou disposi&ccedil;&atilde;o final de rejeitos.</span></span></span></p>

<p style=""text-align:justify""><span style=""color:#000000""><span style=""font-family:Times New Roman,serif""><span style=""font-size:medium"">3.2. O Art.1&ordm; da Lei municipal n&ordm; 10.340, de 28 de abril de 2015 enquadra os grandes geradores de res&iacute;duos, determinando que aqueles que produzem res&iacute;duos da Classe II, n&atilde;o perigosos, classificados pela NBR 10.004, da Associa&ccedil;&atilde;o Brasileira de Normas T&eacute;cnicas &ndash; ABNT, em volume igual ou superior a 100 (cem) litros por dia s&atilde;o os respons&aacute;veis pelo custeio dos servi&ccedil;os de segrega&ccedil;&atilde;o pr&eacute;via, acondicionamento, transporte interno, armazenamento, coleta, transporte externo, tratamento e destina&ccedil;&atilde;o final ambientalmente adequada, abrangendo assim a Base Administrativa da Guarni&ccedil;&atilde;o de Fortaleza, conforme hist&oacute;rico de consumo anexado ao processo e quadro de necessidades exposto no item 7 deste instrumento.</span></span></span></p>

<p style=""text-align:justify""><span style=""color:#000000""><span style=""font-family:Times New Roman,serif""><span style=""font-size:medium"">3.3. Deste modo, a contrata&ccedil;&atilde;o visa dar a correta destina&ccedil;&atilde;o aos res&iacute;duos s&oacute;lidos gerados no Comando da 10&ordf; Regi&atilde;o Militar e Companhia de Comando da 10&ordf; RM, decorrentes das diversas atividades operacionais e administrativas. O presente estudo objetiva a contrata&ccedil;&atilde;o de empresa para a presta&ccedil;&atilde;o do servi&ccedil;o de c</span></span></span><span style=""color:#000000""><span style=""font-family:Times New Roman,serif""><span style=""font-size:medium"">oleta, armazenamento, transporte, disposi&ccedil;&atilde;o e destina&ccedil;&atilde;o final de res&iacute;duos s&oacute;lidos regulares do Grupo D, de acordo com as normas contidas na Lei Federal 12.305, de 02 de agosto de 2010 e Lei Municipal 10.340, de 28 de abril de 2015, no Guia Nacional de Licita&ccedil;&otilde;es Sustent&aacute;veis e normas ambientais vigentes para atender as demandas do Comando da 10&ordf; Regi&atilde;o Militar e Companhia de Comando da 10&ordf; RM.</span></span></span></p>

<p style=""text-align:justify"">&nbsp;</p>
"
TR,Excluído,1133045,2023,200999,1,6,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO,"200999/000007/2023",4421400,2,TR da contratação,2023-08-21 14:08:36.760,"",4421400,4,Área requisitante,S,2022-06-23 12:21:30.534,2,13476206807,""
